id,x,y,disease,severity,temperature,humidity,moisture,ph,priority_score
plant-1085,39,35,early_blight,0.831,24.91,35.21,41.21,7.46,0.831
plant-1086,12,44,healthy,0.0,25.67,67.26,37.73,6.95,0.0
plant-1087,6,1,healthy,0.0,17.14,61.7,30.29,6.38,0.0
plant-1088,44,25,healthy,0.0,19.38,92.12,16.89,6.1,0.0
plant-1089,47,3,healthy,0.0,35.91,87.49,38.1,6.67,0.0
plant-1090,34,38,healthy,0.0,22.42,44.18,56.58,6.99,0.0
plant-1091,28,13,healthy,0.0,15.18,58.42,50.83,7.67,0.0
plant-1092,10,31,healthy,0.0,32.67,65.59,6.71,5.73,0.0
plant-1093,7,31,early_blight,0.755,18.07,56.51,53.99,7.48,0.755
plant-1094,1,37,mold,0.501,16.98,55.93,18.62,7.95,0.691
plant-1095,7,40,healthy,0.0,25.48,52.71,6.84,7.89,0.0
plant-1096,45,47,early_blight,0.879,33.13,87.18,25.7,7.55,1.0
plant-1097,1,31,healthy,0.0,16.17,55.57,54.6,7.04,0.0
plant-1098,46,45,healthy,0.0,25.06,75.22,17.3,6.24,0.0
plant-1099,37,18,late_blight,0.565,16.74,85.12,62.23,6.77,0.678
plant-1100,37,34,healthy,0.0,36.76,56.49,37.86,7.13,0.0
plant-1101,13,47,healthy,0.0,25.45,89.46,56.87,6.14,0.0
plant-1102,22,18,nutrient_deficiency,0.803,16.04,59.54,43.93,6.23,0.723
plant-1103,42,19,healthy,0.0,32.21,39.38,5.03,6.18,0.0
plant-1104,20,42,healthy,0.0,16.54,44.8,7.06,7.07,0.0
plant-1105,49,9,healthy,0.0,31.38,89.86,54.45,5.57,0.0
plant-1106,11,41,healthy,0.0,34.16,91.11,59.18,7.88,0.0
plant-1107,20,26,healthy,0.0,18.69,31.08,57.96,6.4,0.0
plant-1108,20,45,healthy,0.0,23.58,86.93,36.95,6.0,0.0
plant-1109,29,4,healthy,0.0,20.46,38.85,61.6,5.81,0.0
plant-1110,39,8,healthy,0.0,25.57,42.82,48.23,6.8,0.0
plant-1111,49,43,healthy,0.0,31.55,68.23,42.38,6.11,0.0
plant-1112,7,21,late_blight,0.735,29.14,58.19,38.81,7.25,0.882
plant-1113,18,23,healthy,0.0,19.62,94.78,68.56,7.9,0.0
plant-1114,32,22,healthy,0.0,22.58,50.08,68.97,6.48,0.0
plant-1115,33,45,healthy,0.0,16.78,77.4,21.2,7.84,0.0
plant-1116,34,5,nutrient_deficiency,0.95,27.25,86.33,19.96,7.09,1.0
plant-1117,35,41,healthy,0.0,28.57,75.67,8.2,7.81,0.0
plant-1118,32,43,early_blight,0.697,37.29,36.44,34.14,7.71,0.697
plant-1119,6,33,healthy,0.0,17.74,61.79,58.77,5.67,0.0
plant-1120,21,30,healthy,0.0,33.68,56.96,63.01,7.72,0.0
plant-1121,6,37,early_blight,0.708,22.09,78.05,63.96,6.69,0.708
plant-1122,36,8,healthy,0.0,25.58,39.89,51.53,5.77,0.0
plant-1123,37,7,healthy,0.0,18.78,87.26,63.36,6.81,0.0
plant-1124,13,16,healthy,0.0,16.41,74.42,60.92,6.75,0.0
plant-1125,27,20,healthy,0.0,27.37,71.8,52.5,7.1,0.0
plant-1126,42,23,early_blight,0.64,28.37,49.64,38.11,5.84,0.64
plant-1127,43,1,healthy,0.0,20.8,35.55,22.76,6.32,0.0
plant-1128,48,19,healthy,0.0,35.3,38.66,66.6,6.83,0.0
plant-1129,39,29,healthy,0.0,25.11,43.07,57.28,7.72,0.0
plant-1130,4,37,healthy,0.0,29.37,61.92,55.18,6.35,0.0
plant-1131,29,17,healthy,0.0,17.1,32.72,47.12,7.81,0.0
plant-1132,37,0,healthy,0.0,17.33,94.19,53.35,6.85,0.0
plant-1133,17,49,early_blight,0.485,21.07,47.33,56.72,6.81,0.485
plant-1134,49,1,healthy,0.0,17.18,42.52,22.91,7.96,0.0
plant-1135,45,10,nutrient_deficiency,0.286,34.69,76.39,54.47,7.93,0.257
plant-1136,7,32,healthy,0.0,15.61,84.82,33.71,5.6,0.0
plant-1137,12,42,healthy,0.0,27.31,66.01,27.14,7.27,0.0
plant-1138,37,13,healthy,0.0,27.36,42.65,58.5,5.79,0.0
plant-1139,16,20,healthy,0.0,17.3,48.17,59.28,7.94,0.0
plant-1140,29,1,early_blight,0.468,30.31,58.98,38.59,6.65,0.468
plant-1141,1,1,healthy,0.0,17.14,36.82,40.2,5.74,0.0
plant-1142,42,39,healthy,0.0,30.36,46.53,25.67,7.32,0.0
plant-1143,11,43,healthy,0.0,28.89,87.48,60.06,7.47,0.0
plant-1144,2,29,healthy,0.0,30.68,71.96,29.88,6.86,0.0
plant-1145,44,33,healthy,0.0,30.54,67.65,28.1,6.76,0.0
plant-1146,23,10,healthy,0.0,15.62,59.84,58.41,7.36,0.0
plant-1147,47,3,healthy,0.0,16.31,77.2,57.1,6.84,0.0
plant-1148,44,23,healthy,0.0,31.31,46.2,42.0,6.21,0.0
plant-1149,39,38,healthy,0.0,34.55,30.2,56.54,6.81,0.0
plant-1150,12,20,healthy,0.0,33.44,33.37,42.57,7.99,0.0
plant-1151,45,42,healthy,0.0,27.56,68.23,66.05,6.03,0.0
plant-1152,43,16,healthy,0.0,31.23,82.18,7.23,6.35,0.0
plant-1153,39,4,healthy,0.0,18.77,70.69,67.51,5.86,0.0
plant-1154,34,20,nutrient_deficiency,0.794,26.24,45.02,13.22,5.8,1.0
plant-1155,19,38,late_blight,0.427,37.02,81.44,36.25,7.37,0.512
plant-1156,41,47,late_blight,0.604,31.84,38.37,5.76,6.45,1.0
plant-1157,22,32,healthy,0.0,35.07,31.53,33.25,7.7,0.0
plant-1158,42,46,healthy,0.0,30.41,74.28,48.58,7.7,0.0
plant-1159,33,26,healthy,0.0,35.54,78.41,33.87,6.12,0.0
plant-1160,18,36,late_blight,0.22,19.85,61.66,30.3,7.11,0.264
plant-1161,1,36,healthy,0.0,35.85,31.6,53.04,7.8,0.0
plant-1162,43,3,healthy,0.0,37.75,44.91,50.72,6.16,0.0
plant-1163,34,6,early_blight,0.571,16.96,93.17,69.5,5.54,0.571
plant-1164,38,0,nutrient_deficiency,0.531,30.84,93.04,14.08,6.3,0.731
plant-1165,1,23,healthy,0.0,18.86,87.58,12.96,7.82,0.0
plant-1166,4,45,healthy,0.0,36.86,80.97,7.86,6.19,0.0
plant-1167,9,29,healthy,0.0,37.26,78.73,31.71,5.64,0.0
plant-1168,47,26,healthy,0.0,18.0,38.43,43.19,7.72,0.0
plant-1169,29,30,early_blight,0.648,29.09,68.11,5.95,6.58,1.0
plant-1170,28,49,healthy,0.0,32.28,63.34,10.78,6.24,0.0
plant-1171,35,30,healthy,0.0,34.9,45.66,12.5,6.92,0.0
plant-1172,4,38,healthy,0.0,27.01,74.67,28.17,7.45,0.0
plant-1173,7,12,healthy,0.0,20.44,85.69,13.41,6.03,0.0
plant-1174,48,17,healthy,0.0,28.03,82.65,10.93,7.61,0.0
plant-1175,47,3,mold,0.709,33.22,47.7,63.35,6.89,0.709
plant-1176,36,46,healthy,0.0,20.91,50.54,33.09,6.74,0.0
plant-1177,32,3,healthy,0.0,20.28,56.06,27.49,5.77,0.0
plant-1178,3,12,late_blight,0.993,31.11,63.13,14.04,6.12,1.0
plant-1179,9,40,healthy,0.0,19.57,75.88,42.09,6.51,0.0
plant-1180,17,6,healthy,0.0,36.21,55.65,61.12,5.77,0.0
plant-1181,38,26,healthy,0.0,37.51,93.08,49.38,6.19,0.0
plant-1182,35,49,healthy,0.0,19.12,61.96,39.41,6.43,0.0
plant-1183,23,36,healthy,0.0,27.49,61.89,49.63,6.61,0.0
plant-1184,32,30,early_blight,0.248,23.87,48.55,63.4,7.45,0.248
plant-1185,39,24,nutrient_deficiency,0.899,28.95,45.77,51.91,6.12,0.809
plant-1186,30,0,late_blight,0.636,18.79,81.53,14.97,6.59,1.0
plant-1187,48,24,healthy,0.0,36.81,60.93,51.51,7.87,0.0
plant-1188,27,0,healthy,0.0,31.55,61.97,29.79,7.13,0.0
plant-1189,26,45,healthy,0.0,36.72,84.6,12.87,7.43,0.0
plant-1190,23,42,healthy,0.0,37.59,84.39,69.32,7.61,0.0
plant-1191,11,47,early_blight,0.877,35.36,62.58,37.23,7.83,0.877
plant-1192,17,48,healthy,0.0,21.22,75.64,9.4,7.41,0.0
plant-1193,0,20,early_blight,0.369,20.91,39.97,55.13,7.08,0.369
plant-1194,22,4,healthy,0.0,35.66,31.52,16.21,5.96,0.0
plant-1195,49,42,healthy,0.0,37.35,92.83,22.39,7.81,0.0
plant-1196,5,2,healthy,0.0,15.27,73.45,8.41,5.58,0.0
plant-1197,23,24,late_blight,0.438,36.9,86.08,39.62,7.64,0.526
plant-1198,1,27,healthy,0.0,31.19,81.1,45.22,7.45,0.0
plant-1199,21,0,nutrient_deficiency,0.619,32.74,75.77,64.76,6.02,0.557
plant-1200,49,5,healthy,0.0,37.25,56.03,27.22,5.93,0.0
plant-1201,26,25,late_blight,0.269,28.88,66.48,57.43,5.67,0.323
plant-1202,21,29,healthy,0.0,25.87,80.98,9.03,6.28,0.0
plant-1203,47,39,healthy,0.0,33.05,73.66,57.44,7.12,0.0
plant-1204,38,16,healthy,0.0,22.98,75.0,8.92,6.94,0.0
plant-1205,43,16,healthy,0.0,32.67,66.22,28.6,6.01,0.0
plant-1206,12,16,healthy,0.0,31.8,42.52,5.98,7.71,0.0
plant-1207,49,16,healthy,0.0,35.5,80.14,8.03,7.47,0.0
plant-1208,22,35,mold,0.454,27.77,44.81,45.84,6.07,0.454
plant-1209,30,9,early_blight,0.325,17.27,54.41,69.5,7.93,0.325
plant-1210,8,11,mold,0.723,18.36,83.68,31.23,6.43,0.723
plant-1211,17,42,healthy,0.0,21.58,78.04,34.75,6.57,0.0
plant-1212,39,18,healthy,0.0,27.67,83.86,45.24,7.42,0.0
plant-1213,14,15,healthy,0.0,29.73,32.98,65.45,5.51,0.0
plant-1214,24,46,nutrient_deficiency,0.939,22.38,72.53,5.15,7.28,1.0
plant-1215,1,9,mold,0.484,16.75,82.67,16.19,7.45,0.707
plant-1216,10,45,late_blight,0.506,30.17,70.58,54.19,7.71,0.607
plant-1217,47,36,late_blight,0.663,15.62,78.18,53.4,5.91,0.796
plant-1218,28,5,healthy,0.0,28.73,30.38,61.34,7.79,0.0
plant-1219,16,38,healthy,0.0,35.15,52.27,32.82,7.28,0.0
plant-1220,43,42,healthy,0.0,17.43,56.08,55.75,5.71,0.0
plant-1221,47,36,early_blight,0.413,26.56,69.91,52.63,6.18,0.413
plant-1222,2,33,late_blight,0.385,24.94,78.86,56.95,6.87,0.462
plant-1223,8,26,healthy,0.0,15.08,62.71,30.71,6.56,0.0
plant-1224,39,1,healthy,0.0,25.34,33.98,26.26,5.73,0.0
plant-1225,41,13,healthy,0.0,29.32,63.96,52.82,7.95,0.0
plant-1226,21,37,healthy,0.0,23.56,78.9,9.69,6.99,0.0
plant-1227,26,47,nutrient_deficiency,0.214,30.15,68.61,66.75,6.72,0.193
plant-1228,4,13,early_blight,0.807,35.22,43.11,64.11,5.64,0.807
plant-1229,18,29,healthy,0.0,32.2,94.14,57.89,7.95,0.0
plant-1230,4,1,healthy,0.0,22.01,87.48,12.91,6.39,0.0
plant-1231,19,47,early_blight,0.424,32.92,51.09,15.74,6.1,0.626
plant-1232,47,14,healthy,0.0,28.96,38.35,28.32,6.81,0.0
plant-1233,5,26,healthy,0.0,15.35,46.56,37.79,6.35,0.0
plant-1234,40,15,nutrient_deficiency,0.607,26.74,55.11,12.11,7.64,0.872
plant-1235,16,27,healthy,0.0,33.57,47.44,68.47,7.19,0.0
plant-1236,2,32,healthy,0.0,16.75,81.05,43.08,6.8,0.0
plant-1237,23,41,healthy,0.0,35.58,63.24,22.53,7.58,0.0
plant-1238,42,25,late_blight,0.963,33.03,74.9,67.28,5.92,1.0
plant-1239,38,20,healthy,0.0,24.16,50.41,28.52,5.53,0.0
plant-1240,16,17,early_blight,0.411,20.82,35.93,5.35,5.81,0.749
plant-1241,40,35,healthy,0.0,24.35,89.44,68.82,5.86,0.0
plant-1242,19,12,mold,0.877,37.53,45.86,51.97,7.48,0.877
plant-1243,4,5,healthy,0.0,21.43,30.93,63.81,6.74,0.0
plant-1244,42,32,healthy,0.0,24.43,76.72,60.85,5.81,0.0
plant-1245,15,31,healthy,0.0,36.43,39.71,37.88,5.65,0.0
plant-1246,37,42,early_blight,0.752,19.13,83.37,30.25,7.46,0.752
plant-1247,28,9,healthy,0.0,19.52,51.24,17.19,6.03,0.0
plant-1248,25,38,healthy,0.0,15.57,69.74,57.94,7.91,0.0
plant-1249,28,49,early_blight,0.675,21.34,61.32,58.35,5.77,0.675
plant-1250,36,47,healthy,0.0,19.16,43.11,48.31,7.06,0.0
plant-1251,20,45,healthy,0.0,16.24,81.24,30.86,6.72,0.0
plant-1252,6,3,early_blight,0.218,21.79,55.81,52.2,5.94,0.218
plant-1253,16,36,healthy,0.0,34.82,67.06,8.29,6.58,0.0
plant-1254,46,4,healthy,0.0,35.01,54.92,20.13,7.45,0.0
plant-1255,13,18,healthy,0.0,27.91,82.75,62.31,7.79,0.0
plant-1256,11,27,healthy,0.0,17.12,90.86,7.83,7.65,0.0
plant-1257,20,28,healthy,0.0,16.68,66.3,48.59,6.9,0.0
plant-1258,4,8,healthy,0.0,32.71,91.51,68.32,6.87,0.0
plant-1259,13,6,late_blight,0.257,36.83,40.07,41.21,6.05,0.308
plant-1260,23,17,mold,0.869,19.08,36.75,11.4,7.47,1.0
plant-1261,1,17,healthy,0.0,36.99,77.34,49.15,7.63,0.0
plant-1262,44,26,healthy,0.0,19.16,67.56,20.13,5.63,0.0
plant-1263,5,20,healthy,0.0,26.85,34.39,20.64,7.06,0.0
plant-1264,15,27,healthy,0.0,17.5,66.17,42.3,6.35,0.0
plant-1265,12,36,late_blight,0.515,36.94,59.65,21.7,6.74,0.789
plant-1266,15,2,healthy,0.0,30.08,91.8,23.29,7.66,0.0
plant-1267,7,26,healthy,0.0,26.95,31.74,31.36,6.68,0.0
plant-1268,5,43,healthy,0.0,33.11,70.4,60.37,7.87,0.0
plant-1269,12,24,healthy,0.0,31.8,35.95,25.01,6.55,0.0
plant-1270,45,33,healthy,0.0,23.3,52.28,10.19,6.75,0.0
plant-1271,22,9,healthy,0.0,22.84,75.7,22.03,5.73,0.0
plant-1272,4,4,healthy,0.0,26.83,36.86,40.77,6.47,0.0
plant-1273,13,2,healthy,0.0,27.19,55.5,32.91,6.48,0.0
plant-1274,4,10,early_blight,0.832,35.25,91.54,47.16,6.71,0.832
plant-1275,3,2,early_blight,0.812,25.87,89.3,65.56,5.8,0.812
plant-1276,38,27,healthy,0.0,23.74,80.12,29.47,6.54,0.0
plant-1277,16,1,early_blight,0.983,22.97,35.05,22.47,5.68,1.0
plant-1278,39,36,mold,0.832,22.73,77.07,11.82,7.11,1.0
plant-1279,29,13,healthy,0.0,22.25,94.55,46.39,7.58,0.0
plant-1280,30,10,healthy,0.0,30.91,66.4,12.93,5.89,0.0
plant-1281,37,19,healthy,0.0,23.78,48.16,64.91,6.63,0.0
plant-1282,30,27,healthy,0.0,20.05,67.26,55.15,7.67,0.0
plant-1283,9,43,healthy,0.0,27.87,87.39,21.48,7.04,0.0
plant-1284,40,22,healthy,0.0,20.84,64.78,30.05,7.81,0.0
plant-1285,15,23,healthy,0.0,24.26,53.46,46.56,6.93,0.0
plant-1286,3,7,early_blight,0.267,34.26,88.65,30.2,6.77,0.267
plant-1287,30,45,healthy,0.0,33.01,33.8,17.51,6.61,0.0
plant-1288,5,5,healthy,0.0,30.5,81.21,59.08,6.39,0.0
plant-1289,49,48,healthy,0.0,31.85,80.09,9.62,7.17,0.0
plant-1290,47,45,healthy,0.0,35.09,62.47,24.74,6.14,0.0
plant-1291,11,0,late_blight,0.827,21.64,78.74,66.79,5.54,0.992
plant-1292,32,42,healthy,0.0,21.54,38.02,59.51,5.54,0.0
plant-1293,5,32,early_blight,0.241,33.24,56.75,67.75,7.61,0.241
plant-1294,27,4,healthy,0.0,20.06,86.95,12.11,6.92,0.0
plant-1295,34,10,healthy,0.0,30.56,61.82,8.67,7.4,0.0
plant-1296,13,23,early_blight,0.755,29.53,62.26,7.63,6.94,1.0
plant-1297,7,25,healthy,0.0,36.39,84.71,27.87,7.79,0.0
plant-1298,48,39,healthy,0.0,26.19,77.21,48.07,7.27,0.0
plant-1299,35,25,healthy,0.0,35.63,48.46,28.76,6.83,0.0
plant-1300,34,48,nutrient_deficiency,0.367,34.72,46.93,12.65,7.5,0.521
plant-1301,2,47,healthy,0.0,18.81,38.33,7.49,7.89,0.0
plant-1302,9,16,healthy,0.0,28.92,68.82,28.71,7.93,0.0
plant-1303,2,11,early_blight,0.813,34.27,59.04,40.37,7.86,0.813
plant-1304,16,48,healthy,0.0,27.35,58.75,69.47,6.19,0.0
plant-1305,5,46,healthy,0.0,30.41,93.47,34.84,7.91,0.0
plant-1306,46,2,healthy,0.0,17.4,68.74,27.0,5.53,0.0
plant-1307,20,28,early_blight,0.831,18.38,38.91,37.17,7.25,0.831
plant-1308,31,40,early_blight,0.223,33.08,43.61,32.0,6.85,0.223
plant-1309,22,19,healthy,0.0,35.91,47.54,67.1,7.34,0.0
plant-1310,19,36,healthy,0.0,37.99,70.42,58.87,6.28,0.0
plant-1311,11,28,late_blight,0.474,15.83,93.19,61.65,6.68,0.569
plant-1312,5,20,healthy,0.0,21.44,45.39,47.45,5.75,0.0
plant-1313,34,36,healthy,0.0,25.18,72.36,8.88,6.83,0.0
plant-1314,42,8,healthy,0.0,29.38,36.72,68.79,5.9,0.0
plant-1315,5,32,healthy,0.0,36.98,83.06,38.6,7.33,0.0
plant-1316,43,39,early_blight,0.869,18.08,64.05,54.2,6.12,0.869
plant-1317,42,29,healthy,0.0,23.31,30.55,43.08,5.77,0.0
plant-1318,5,41,nutrient_deficiency,0.789,33.66,47.96,38.73,5.83,0.71
plant-1319,1,41,healthy,0.0,20.23,36.33,46.46,5.77,0.0
plant-1320,33,42,late_blight,0.823,24.88,53.31,21.9,7.28,1.0
plant-1321,15,27,healthy,0.0,21.73,44.06,21.45,7.13,0.0
plant-1322,35,48,late_blight,0.491,27.28,73.5,33.87,7.93,0.589
plant-1323,40,15,late_blight,0.781,32.65,54.5,8.06,6.69,1.0
plant-1324,42,9,healthy,0.0,37.92,59.05,34.27,7.52,0.0
plant-1325,0,5,healthy,0.0,32.45,33.73,10.43,6.91,0.0
plant-1326,4,29,mold,0.421,29.34,41.05,54.67,6.75,0.421
plant-1327,2,24,healthy,0.0,25.25,60.43,16.67,7.44,0.0
plant-1328,13,16,mold,0.205,27.22,67.04,56.92,7.94,0.205
plant-1329,30,36,healthy,0.0,33.25,48.26,5.11,6.44,0.0
plant-1330,34,26,healthy,0.0,24.6,62.66,35.71,7.11,0.0
plant-1331,49,44,nutrient_deficiency,0.945,26.28,83.91,66.81,5.54,0.85
plant-1332,8,29,healthy,0.0,26.63,41.35,58.62,5.85,0.0
plant-1333,22,42,healthy,0.0,22.99,40.82,17.98,7.6,0.0
plant-1334,10,33,healthy,0.0,15.64,81.73,62.94,6.79,0.0
plant-1335,30,8,healthy,0.0,36.89,44.39,31.97,7.73,0.0
plant-1336,20,25,healthy,0.0,22.5,34.09,31.69,6.33,0.0
plant-1337,45,25,late_blight,0.339,25.38,43.4,8.07,6.78,0.704
plant-1338,35,32,healthy,0.0,22.32,62.14,46.13,7.69,0.0
plant-1339,23,4,late_blight,0.957,29.88,93.57,11.63,7.64,1.0
plant-1340,23,27,mold,0.404,32.56,46.74,29.24,6.9,0.414
plant-1341,30,7,healthy,0.0,22.57,73.62,21.72,6.45,0.0
plant-1342,4,30,healthy,0.0,28.41,31.0,32.66,5.58,0.0
plant-1343,32,3,healthy,0.0,20.54,66.27,29.12,7.93,0.0
plant-1344,48,41,healthy,0.0,17.58,69.47,10.11,7.3,0.0
plant-1345,4,48,healthy,0.0,16.83,64.66,7.41,6.85,0.0
plant-1346,17,30,healthy,0.0,25.5,47.18,13.83,6.49,0.0
plant-1347,29,27,healthy,0.0,19.07,84.49,22.19,6.84,0.0
plant-1348,7,25,healthy,0.0,20.21,47.88,49.82,6.53,0.0
plant-1349,48,30,healthy,0.0,25.55,91.29,17.23,5.74,0.0
plant-1350,29,27,healthy,0.0,18.22,49.24,49.02,6.21,0.0
plant-1351,41,47,healthy,0.0,34.16,30.18,10.14,7.88,0.0
plant-1352,33,45,healthy,0.0,15.91,34.55,45.9,7.74,0.0
plant-1353,41,43,early_blight,0.594,37.97,35.87,46.35,7.35,0.594
plant-1354,0,22,healthy,0.0,29.87,70.07,60.06,6.26,0.0
plant-1355,18,46,healthy,0.0,31.54,50.68,8.54,6.82,0.0
plant-1356,16,30,healthy,0.0,16.76,59.01,47.98,5.82,0.0
plant-1357,8,7,healthy,0.0,34.06,42.14,34.49,7.16,0.0
plant-1358,8,8,healthy,0.0,34.08,49.65,29.82,7.58,0.0
plant-1359,36,44,healthy,0.0,33.6,39.09,49.93,5.97,0.0
plant-1360,27,2,healthy,0.0,29.89,62.73,56.96,6.53,0.0
plant-1361,24,24,healthy,0.0,31.94,41.51,18.99,7.85,0.0
plant-1362,38,33,mold,0.326,34.39,53.74,37.43,7.81,0.326
plant-1363,48,41,healthy,0.0,23.31,82.79,7.2,6.37,0.0
plant-1364,43,32,healthy,0.0,20.81,57.59,8.65,7.31,0.0
plant-1365,39,17,healthy,0.0,34.28,83.35,66.74,7.84,0.0
plant-1366,42,40,healthy,0.0,33.26,55.56,44.15,7.31,0.0
plant-1367,6,22,late_blight,0.828,33.11,51.96,45.41,7.32,0.994
plant-1368,40,33,healthy,0.0,19.7,88.61,12.94,5.55,0.0
plant-1369,41,23,healthy,0.0,22.98,68.45,30.38,5.55,0.0
plant-1370,32,10,healthy,0.0,31.16,80.82,23.95,6.37,0.0
plant-1371,0,47,healthy,0.0,36.22,39.55,44.41,7.7,0.0
plant-1372,43,6,healthy,0.0,18.39,66.2,16.35,7.65,0.0
plant-1373,36,36,early_blight,0.427,26.45,34.59,47.1,6.59,0.427
plant-1374,23,34,healthy,0.0,35.64,54.5,64.9,6.13,0.0
plant-1375,5,2,healthy,0.0,22.61,33.09,29.25,6.82,0.0
plant-1376,38,22,mold,0.389,31.42,52.04,17.12,6.45,0.556
plant-1377,15,18,early_blight,0.369,15.05,34.68,22.94,6.6,0.456
plant-1378,26,7,mold,0.695,32.62,43.1,13.05,7.7,1.0
plant-1379,19,49,healthy,0.0,20.56,92.76,14.28,6.67,0.0
plant-1380,23,30,healthy,0.0,23.68,55.4,62.3,5.78,0.0
plant-1381,32,24,healthy,0.0,26.95,55.61,13.42,6.04,0.0
plant-1382,12,18,healthy,0.0,30.92,90.13,43.97,6.18,0.0
plant-1383,8,3,early_blight,0.915,28.88,74.96,8.7,7.72,1.0
plant-1384,18,17,healthy,0.0,18.7,77.84,61.16,6.41,0.0
plant-1385,42,31,healthy,0.0,18.59,42.56,11.07,7.14,0.0
plant-1386,10,44,early_blight,0.366,34.89,78.37,5.65,6.95,0.663
plant-1387,1,39,healthy,0.0,18.64,33.3,11.71,5.9,0.0
plant-1388,33,20,early_blight,0.494,24.15,64.63,30.11,5.85,0.494
plant-1389,40,39,healthy,0.0,21.26,71.98,43.53,5.79,0.0
plant-1390,40,43,late_blight,0.272,24.0,40.62,43.55,5.68,0.326
plant-1391,21,2,healthy,0.0,36.66,56.64,36.2,7.0,0.0
plant-1392,8,29,healthy,0.0,19.8,36.69,45.83,6.47,0.0
plant-1393,37,16,healthy,0.0,17.03,30.9,21.3,7.54,0.0
plant-1394,13,27,healthy,0.0,30.43,59.26,69.5,7.55,0.0
plant-1395,10,11,healthy,0.0,33.64,51.05,26.0,7.79,0.0
plant-1396,20,5,mold,0.351,16.9,46.54,41.53,6.02,0.351
plant-1397,33,5,healthy,0.0,28.08,62.06,65.51,7.65,0.0
plant-1398,33,6,nutrient_deficiency,0.589,35.53,56.61,65.82,6.17,0.53
plant-1399,22,18,healthy,0.0,35.97,75.89,65.92,6.9,0.0
plant-1400,43,44,nutrient_deficiency,0.295,31.97,88.57,63.19,7.06,0.266
plant-1401,38,12,nutrient_deficiency,0.202,30.01,54.64,24.4,7.15,0.216
plant-1402,21,47,healthy,0.0,23.16,63.21,64.03,6.68,0.0
plant-1403,18,39,healthy,0.0,22.25,66.48,10.58,5.66,0.0
plant-1404,11,10,early_blight,0.69,27.48,56.02,25.72,7.04,0.788
plant-1405,15,29,healthy,0.0,23.63,49.41,59.21,5.6,0.0
plant-1406,2,10,healthy,0.0,19.51,30.88,59.28,6.25,0.0
plant-1407,48,42,healthy,0.0,26.72,69.69,66.36,5.56,0.0
plant-1408,17,27,healthy,0.0,27.66,42.98,45.16,7.59,0.0
plant-1409,8,8,healthy,0.0,24.28,69.6,41.23,6.66,0.0
plant-1410,36,32,healthy,0.0,36.86,72.79,7.73,7.1,0.0
plant-1411,29,10,mold,0.338,37.25,68.08,6.86,7.54,0.599
plant-1412,8,13,healthy,0.0,37.34,92.98,13.07,5.97,0.0
plant-1413,40,47,late_blight,0.317,28.09,33.22,21.84,7.04,0.484
plant-1414,43,31,healthy,0.0,24.56,76.31,34.48,7.82,0.0
plant-1415,32,30,mold,0.805,28.49,45.72,48.58,6.31,0.805
plant-1416,24,46,early_blight,0.442,28.19,79.12,20.45,7.67,0.583
plant-1417,24,38,healthy,0.0,32.21,45.19,45.57,7.62,0.0
plant-1418,31,12,healthy,0.0,27.19,58.27,51.95,6.05,0.0
plant-1419,33,5,early_blight,0.231,29.92,34.8,22.56,5.94,0.288
plant-1420,29,15,healthy,0.0,21.7,72.61,50.61,7.05,0.0
plant-1421,34,18,healthy,0.0,20.67,66.94,29.31,7.03,0.0
plant-1422,29,23,healthy,0.0,37.75,63.18,10.45,6.51,0.0
plant-1423,12,36,healthy,0.0,26.99,67.34,66.64,5.66,0.0
plant-1424,46,26,mold,0.373,17.03,30.71,9.02,7.1,0.634
plant-1425,33,5,late_blight,0.313,21.25,63.56,24.17,6.5,0.449
plant-1426,0,33,mold,0.382,22.62,44.46,47.58,6.63,0.382
plant-1427,42,15,healthy,0.0,15.17,67.11,53.84,7.6,0.0
plant-1428,3,9,nutrient_deficiency,0.249,25.27,79.14,14.75,6.21,0.338
plant-1429,12,48,healthy,0.0,34.41,35.9,6.54,6.61,0.0
plant-1430,36,7,healthy,0.0,23.54,46.87,19.82,7.36,0.0
plant-1431,7,9,healthy,0.0,28.8,63.27,46.98,7.85,0.0
plant-1432,45,26,healthy,0.0,29.09,71.15,64.15,7.34,0.0
plant-1433,25,3,nutrient_deficiency,0.965,16.35,66.28,44.96,6.32,0.868
plant-1434,4,9,healthy,0.0,31.5,33.15,57.57,6.94,0.0
plant-1435,3,26,late_blight,0.328,33.62,31.16,55.66,5.77,0.394
plant-1436,8,33,healthy,0.0,15.93,94.13,33.01,7.21,0.0
plant-1437,2,6,healthy,0.0,15.68,42.08,18.2,7.36,0.0
plant-1438,47,4,healthy,0.0,30.76,94.93,23.23,6.45,0.0
plant-1439,43,20,healthy,0.0,16.62,56.01,35.04,5.79,0.0
plant-1440,31,7,healthy,0.0,29.25,59.76,57.8,6.98,0.0
plant-1441,38,34,healthy,0.0,20.15,57.66,30.11,7.9,0.0
plant-1442,4,47,late_blight,0.831,31.29,42.01,6.53,7.26,1.0
plant-1443,45,26,healthy,0.0,37.53,82.35,25.17,7.36,0.0
plant-1444,4,40,healthy,0.0,34.33,67.72,12.94,7.14,0.0
plant-1445,29,24,healthy,0.0,16.91,63.28,26.32,7.86,0.0
plant-1446,38,3,healthy,0.0,17.19,93.4,33.74,5.56,0.0
plant-1447,10,19,nutrient_deficiency,0.298,28.34,80.24,51.18,7.11,0.268
